date,flooded,rolling_mean
2018-01-12,27.663470882861812,31.787480022733643
2018-01-18,33.70397455231405,31.605861611642485
2018-01-19,35.2293273923865,32.4430845730087
2018-01-24,33.82213475181828,31.91100619835233
2018-01-30,36.03930832015293,33.291643179906714
2018-01-31,32.31665541595769,34.222280086525885
2018-02-05,32.46682673012595,33.97485052208826
2018-02-11,34.70991891916227,33.87096882744342
2018-02-12,26.20942675528304,32.34842722813637
2018-02-17,31.363738391649093,31.413313242435606
2018-02-23,35.15497636258475,31.980977431761023
2018-02-24,24.29711843018123,30.347035771772077
2018-03-01,31.264680939452628,29.65798817583015
2018-03-07,35.68913565739353,31.55392995625225
2018-03-08,28.20686267873405,30.92255481366924
2018-03-13,25.213730138946033,28.9343055689415
2018-03-19,34.17666385716471,30.910214654338198
2018-03-20,29.782149796650952,30.613708425777862
2018-03-25,28.48813569852899,29.17350843400495
2018-03-31,35.91927668168485,30.715991234595112
2018-04-01,28.76083595865795,31.425412398537496
2018-04-06,33.28225479962493,31.246530587029543
2018-04-12,29.594127895353534,31.20892620677006
2018-04-13,26.954672429648664,30.902233552993994
2018-04-18,26.379609376987144,28.99430009205445
2018-04-24,34.24862031027012,30.09185696237688
2018-04-25,27.90696484109555,29.016798970671005
2018-04-30,28.212059009901893,28.740385193580682
2018-05-06,36.83723604790695,30.716897917232338
2018-05-07,36.25545184536982,32.69206641090887
2018-05-18,35.53747308205753,32.94983696526635
2018-05-19,30.448479089129638,33.45813981487317
2018-05-24,35.13038185209296,34.841804383311384
2018-05-30,37.77552910804518,35.02946299533904
2018-05-31,37.166272540982206,35.211627134461516
2018-06-05,35.15637540086442,35.13540759822289
2018-06-11,37.92196483545188,36.63010474748734
2018-06-12,34.80052203271519,36.56413278361178
2018-06-17,36.413413806323916,36.29170972326754
2018-06-23,39.01751332929983,36.66195788093106
2018-06-24,34.12375631439949,36.45543406363807
2018-07-05,36.3015358974811,36.131348276043916
2018-07-11,35.37724933192767,36.24669373588641
2018-07-17,38.505190293500924,36.665049033321814
2018-07-18,42.95825832778234,37.45319803301832
2018-07-23,28.853359428406183,36.399118655819656
2018-07-30,33.49346481672661,35.837504439668756
2018-08-04,33.36756463811326,35.43556750090587
2018-08-10,42.19574206384096,36.173677854973874
2018-08-11,33.66976361093548,34.3159789116045
2018-08-16,27.645813303990067,34.07446968672129
2018-08-22,36.93079411708311,34.761935546792586
2018-08-23,33.434349741879096,34.77529256754575
2018-08-28,33.35267320480773,33.006678795739106
2018-09-03,43.694133253931774,35.01155272433836
2018-09-04,31.821445487728333,35.846679161086016
2018-09-09,35.31950923330633,35.52442218433065
2018-09-10,26.385932648106614,34.114738765576156
2018-09-15,35.23853938433457,34.49191200148152
2018-09-16,33.308793081098514,32.41484396691487
2018-09-21,33.242688080776716,32.699092485524545
2018-09-27,31.907096320230995,32.01660990290948
2018-09-28,28.871822397612508,32.513787852810665
2018-10-03,29.936641577137753,31.453408291371296
2018-10-09,28.570922706287092,30.50583421640901
2018-10-10,23.74286689215027,28.60586997868372
2018-10-15,24.750580471765787,27.174566808990676
2018-10-21,34.6640975348173,28.333021836431634
2018-10-22,27.00969992660669,27.74763350632542
2018-10-27,26.277116033674027,27.288872171802808
2018-11-02,29.4345151040909,28.427201814190937
2018-11-03,27.88293643700339,29.053673007238455
2018-11-08,29.610695513264602,28.042992602927917
2018-11-14,33.26178281790072,29.293409181186725
2018-11-15,25.506577906366335,29.13930155572519
2018-11-20,32.732885426025874,29.798975620112184
2018-11-26,37.61695614180428,31.74577956107236
2018-11-27,31.087778282799654,32.04119611497937
2018-12-02,33.660750191496994,32.120989589698624
2018-12-08,37.57143466361293,34.533960941147946
2018-12-09,30.380825541586564,34.063548964260086
2018-12-14,30.742550920278543,32.68866791995494
2018-12-20,40.98119990532842,34.667352244460695
2018-12-21,28.98351057840963,33.731904321843224
2018-12-26,39.1386378776427,34.045344964649175
2019-01-01,39.06483646092072,35.78214714851601
2019-01-02,31.405290318333982,35.9146950281271
2019-01-07,32.46273450013762,34.21100194708894
2019-01-13,37.43271408855976,35.90084264911896
2019-01-14,24.84574145295785,33.042263364181984
2019-01-19,32.700876557512174,31.769471383500274
2019-01-25,41.708804114960216,33.83017414282553
2019-01-26,24.273160989734354,32.19225944074487
2019-01-31,28.608106773543668,30.42733797774165
2019-02-06,34.60315463447785,32.37882061404565
2019-02-07,23.393544708404907,30.517354244224197
2019-02-12,24.627110636148334,27.101015548461817
2019-02-18,36.08426530406514,29.463236411327973
2019-02-19,24.935125906217873,28.728640237862816
2019-02-24,30.26501641133309,27.861012593233863
2019-03-02,28.05447447108982,28.793198545770842
2019-03-03,23.260755839093665,28.51992758635991
2019-03-08,27.54762956054449,26.81260043765578
2019-03-14,27.77599214960029,27.380773686332265
2019-03-15,21.927863947543617,25.71334319357437
2019-03-20,26.025423944332964,25.307533088223003
2019-03-26,26.354087100000147,25.9261993404043
2019-03-27,21.132876102068586,24.64324864870912
2019-04-01,33.31112547473143,25.750275313735347
2019-04-07,27.439290013940283,26.85256052701468
2019-04-08,19.34365562862192,25.51620686387247
2019-04-13,23.68139688973323,24.98166882181909
2019-04-19,21.782707013308663,25.111635004067104
2019-04-20,19.328629077675124,22.31513572465584
2019-04-25,21.274047650158447,21.082087251899473
2019-05-01,26.601964269313687,22.53374898003783
2019-05-02,24.164909238579778,22.63045144980714
2019-05-07,28.53045290457907,23.980000628061223
2019-05-13,37.522185255365436,27.618711863599287
2019-05-14,30.49938029572761,29.463778392713117
2019-05-19,28.64082500821411,29.8715505404932
2019-05-25,34.30687168736363,31.899943030249972
2019-05-26,29.041105837023174,32.00207361673879
2019-05-31,31.23201720485295,30.744040006636293
2019-06-06,41.34875935331211,32.9139158181532
2019-06-07,32.62241780780763,33.7102343780719
2019-06-12,36.49834998500445,34.14853003760006
2019-06-18,27.398866248033727,33.82008211980217
2019-06-19,29.087960205507628,33.39127071993311
2019-06-24,36.611370780911884,32.44379300545306
2019-06-30,34.73841518360853,32.86699248061324
2019-07-01,34.08896401788193,32.38511528718874
2019-07-06,38.15590471573396,34.53652298072878
2019-07-12,29.552413889634323,34.62941371755412
2019-07-13,33.559301345807526,34.01899983053325
2019-07-18,37.33322439150692,34.53796167211292
2019-07-25,38.62965408766952,35.44609968607044
2019-07-30,31.350664089633863,34.08505156085042
2019-08-05,39.86462915383521,36.1474946136906
2019-08-06,52.64234075871719,39.96410249627253
2019-08-11,42.62611020170256,41.02267965831165
2019-08-17,44.92087826330953,42.280924493439656
2019-08-18,39.810997248255056,43.9729911251639
2019-08-23,40.571819175030136,44.11442912940289
2019-08-29,47.58278085177409,43.10251714801427
2019-08-30,41.53086309721639,42.88346772711704
2019-09-04,37.46835840178762,41.39296375481266
2019-09-10,35.541948154140954,40.53915393598984
2019-09-11,29.16196420702477,38.257182942388766
2019-09-16,31.495722844529222,35.039771340939794
2019-09-22,31.385904299248807,33.01077958134628
2019-09-23,26.420970416669853,30.801301984322727
2019-09-28,29.82062836610734,29.657038026716002
2019-10-04,30.17554438391589,29.859754062094225
2019-10-05,25.018852308331052,28.564379954854594
2019-10-10,28.748271460787063,28.036853387162246
2019-10-16,30.068751799554004,28.766409663739076
2019-10-17,24.42539851967703,27.687363694453012
2019-10-22,27.88339323978667,27.228933465627165
2019-10-28,33.2050373613826,28.86617047623748
2019-10-29,23.302475016621294,27.77701118740432
2019-11-03,33.777295468594865,28.518719921212494
2019-11-10,25.922416292202595,28.818123475717606
2019-11-15,29.246769294763332,29.09079868671294
2019-11-21,30.766242046171836,28.60303962367079
2019-11-22,25.303648554946445,29.00327433133582
2019-11-27,29.630785369968706,28.173972311610584
2019-12-03,26.33234206688606,28.25595746654728
2019-12-04,22.216485785151246,26.849900764624856
2019-12-09,24.044869675955272,25.505626290581546
2019-12-15,26.971181111345093,25.839132801861275
2019-12-16,21.26175373717736,24.165326475303008
2019-12-21,27.690349197156134,24.43692790135702
2019-12-27,27.43042326521309,25.47971539736939
2019-12-28,19.14263696721982,24.499268855622297
2020-01-02,23.984308268078344,23.90189428696895
2020-01-09,20.221850098382312,23.69391355920994
2020-01-14,24.094906536862574,22.97482502715123
2020-01-20,24.471468418644644,22.383034057837538
2020-01-21,19.578588574656038,22.47022437932478
2020-01-26,28.88439698748617,23.450242123206344
2020-02-01,23.942739201743223,24.19441994387853
2020-02-02,17.89079180645255,22.953596997796524
2020-02-07,24.630293509610613,22.98536201598972
2020-02-13,30.131307198009683,25.09590574066045
2020-02-14,24.132100636824248,24.145446470528064
2020-02-19,25.164858093810118,24.389870248941442
2020-02-25,27.171473445453902,26.246006576741713
2020-02-26,25.29530215716119,26.379008306251826
2020-03-02,25.495573959445174,25.451861658538924
2020-03-08,23.141785158651267,25.25379856290433
2020-03-09,24.146959860562394,25.050218916254785
2020-03-14,24.280684990718328,24.47206122530767
2020-03-20,24.45402203217531,24.303805200310496
2020-03-21,21.229347532289115,23.450559914879285
2020-03-26,21.16541871101445,23.05528662535192
